"Flows from January 01, 2000 to March 31, 2023",,,,,,,
,,,,,,,
Query Type:,FLOWS,,,,,,
Data Points:,"GRA Purchases, GRA Repurchases, GRA Charges",,,,,,
Members:,"Afghanistan, Islamic Republic of, Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Armenia, Republic of, Australia, Austria, Azerbaijan, Bahamas, The, Bahrain, Kingdom of, Bangladesh, Barbados, Belarus, Republic of, Belgium, Belize, Benin, Bhutan, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cambodia, Cameroon, Canada, Central African Republic, Chad, Chile, China, Colombia, Comoros, Congo, Democratic Republic of, Congo, Republic of, Costa Rica, Cote d'Ivoire, Croatia, Republic of, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Republic of, Eswatini, The Kingdom of, Ethiopia, Fiji, Finland, France, Gabon, Gambia, The, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, HKMA, Hungary, Iceland, India, Indonesia, Iran, Islamic Republic of, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Republic of, Kenya, Kiribati, Korea, Kosovo, Kuwait, Kyrgyz Republic, Lao People's Democratic Republic, Latvia, Republic of, Lebanon, Lesotho, Liberia, Libya, Lithuania, Republic of, Luxembourg, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Mauritania, Mauritius, Mexico, Micronesia, Federated States of, Moldova, Republic of, Mongolia, Montenegro, Republic of, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, Netherlands, The, New Zealand, Nicaragua, Niger, Nigeria, North Macedonia, Republic of, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Republic of, Portugal, Qatar, Romania, Russian Federation, Rwanda, Samoa, San Marino, Republic of, Sao Tome & Principe, Saudi Arabia, Senegal, Serbia, Republic of, Seychelles, Sierra Leone, Singapore, Slovak Republic, Slovenia, Republic of, Solomon Islands, Somalia, South Africa, South Sudan, Spain, Sri Lanka, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Sudan, Suriname, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Republic of, Tanzania, Thailand, Timor-Leste, The Democratic Republic of, Togo, Tonga, Trinidad and Tobago, Tunisia, TÃ¼rkiye, Republic of, Turkmenistan, Republic of, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Republic of, Vanuatu, Venezuela, Vietnam, Yemen, Republic of, Zambia, Zimbabwe",,,,,,
Start Date:,1/1/2000,,,,,,
End Date:,3/31/2023,,,,,,
Output Options:,FLOWS_DETAILS,,,,,,
,,,,,,,
Flow Type,Member,Member Code,Description,Transaction Value Date,Amount,Original Disbursement Date,Original Arrangement Date
GRA Repurchases,Bangladesh,BGD,Emergency Natural Disaster Assistance,7/5/2012,16665625,4/7/2008,n.a.
GRA Repurchases,Bangladesh,BGD,Emergency Natural Disaster Assistance,10/4/2012,16665625,4/7/2008,n.a.
GRA Repurchases,Bangladesh,BGD,Emergency Natural Disaster Assistance,1/7/2013,16665625,4/7/2008,n.a.
GRA Repurchases,Bangladesh,BGD,Emergency Natural Disaster Assistance,4/4/2013,16665625,4/7/2008,n.a.
GRA Purchases,Belize,BLZ,Emergency Natural Disaster Assistance,2/20/2009,4700000,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,5/18/2012,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,8/20/2012,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,11/20/2012,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,2/20/2013,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,5/20/2013,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,8/20/2013,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,11/20/2013,587500,2/20/2009,n.a.
GRA Repurchases,Belize,BLZ,Emergency Natural Disaster Assistance,2/20/2014,587500,2/20/2009,n.a.
GRA Purchases,Dominica,DMA,Emergency Natural Disaster Assistance,2/6/2008,2050000,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,5/6/2011,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,8/5/2011,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,11/4/2011,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,2/6/2012,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,5/4/2012,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,8/3/2012,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,11/6/2012,256250,2/6/2008,n.a.
GRA Repurchases,Dominica,DMA,Emergency Natural Disaster Assistance,2/6/2013,256250,2/6/2008,n.a.
GRA Purchases,Grenada,GRD,Emergency Natural Disaster Assistance,1/30/2003,2930000,1/30/2003,n.a.
GRA Purchases,Grenada,GRD,Emergency Natural Disaster Assistance,11/17/2004,2925000,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,4/28/2006,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,7/28/2006,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,10/27/2006,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,1/29/2007,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,4/27/2007,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,7/27/2007,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,10/29/2007,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,1/29/2008,366250,1/30/2003,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,2/14/2008,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,5/16/2008,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,8/15/2008,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,11/17/2008,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,2/17/2009,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,5/15/2009,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,8/17/2009,365625,11/17/2004,n.a.
GRA Repurchases,Grenada,GRD,Emergency Natural Disaster Assistance,11/18/2009,365625,11/17/2004,n.a.
GRA Purchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/5/2002,17350000,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,12/2/2005,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,3/2/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,6/2/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/1/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/1/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/1/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/1/2006,2168750,9/5/2002,n.a.
GRA Repurchases,Malawi,MWI,Emergency Natural Disaster Assistance,9/1/2006,2168750,9/5/2002,n.a.
GRA Purchases,Maldives,MDV,Emergency Natural Disaster Assistance,3/8/2005,4100000,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,6/6/2008,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,9/8/2008,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,12/5/2008,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,3/6/2009,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,6/10/2009,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,9/8/2009,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,12/8/2009,512500,3/8/2005,n.a.
GRA Repurchases,Maldives,MDV,Emergency Natural Disaster Assistance,3/10/2010,512500,3/8/2005,n.a.
GRA Purchases,Pakistan,PAK,Emergency Natural Disaster Assistance,9/17/2010,296982010,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,12/17/2013,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,3/17/2014,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,6/17/2014,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,9/17/2014,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,12/17/2014,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,3/17/2015,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,6/17/2015,37122751,9/17/2010,n.a.
GRA Repurchases,Pakistan,PAK,Emergency Natural Disaster Assistance,9/17/2015,37122753,9/17/2010,n.a.
GRA Purchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,5/19/2009,2225000,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,8/17/2012,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,11/19/2012,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,2/19/2013,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,5/17/2013,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,8/19/2013,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,11/19/2013,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,2/19/2014,278125,5/19/2009,n.a.
GRA Repurchases,St. Kitts and Nevis,KNA,Emergency Natural Disaster Assistance,5/19/2014,278125,5/19/2009,n.a.
GRA Purchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,1/14/2011,1530000,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,4/14/2014,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,7/11/2014,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,10/14/2014,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,1/14/2015,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,4/14/2015,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,7/14/2015,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,10/14/2015,191250,1/14/2011,n.a.
GRA Repurchases,St. Lucia,LCA,Emergency Natural Disaster Assistance,1/14/2016,191250,1/14/2011,n.a.
GRA Purchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,3/8/2005,103350000,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,6/6/2008,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,9/8/2008,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,12/8/2008,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,3/6/2009,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,6/8/2009,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,9/8/2009,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,12/10/2009,12918750,3/8/2005,n.a.
GRA Repurchases,Sri Lanka,LKA,Emergency Natural Disaster Assistance,3/8/2010,12918750,3/8/2005,n.a.
GRA Purchases,Burundi,BDI,Emergency Post Conflict Assistance,10/15/2002,9625000,10/15/2002,n.a.
GRA Purchases,Burundi,BDI,Emergency Post Conflict Assistance,5/7/2003,9625000,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,10/15/2002,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Repurchases,Burundi,BDI,Emergency Post Conflict Assistance,2/9/2004,1203125,5/7/2003,n.a.
GRA Purchases,Central African Republic,CAF,Emergency Post Conflict Assistance,7/27/2004,5570000,7/27/2004,n.a.
GRA Purchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/31/2006,6962500,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,696250,7/27/2004,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870309,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Repurchases,Central African Republic,CAF,Emergency Post Conflict Assistance,1/12/2007,870313,1/31/2006,n.a.
GRA Purchases,Comoros,COM,Emergency Post Conflict Assistance,12/17/2008,1112500,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139059,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Repurchases,Comoros,COM,Emergency Post Conflict Assistance,9/25/2009,139063,12/17/2008,n.a.
GRA Purchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,8/7/2007,40650000,8/7/2007,n.a.
GRA Purchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/8/2008,40650000,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,8/7/2007,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Repurchases,Cote d'Ivoire,CIV,Emergency Post Conflict Assistance,4/9/2009,5081250,4/8/2008,n.a.
GRA Purchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,1/30/2008,1775000,1/30/2008,n.a.
GRA Purchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,7/29/2008,1775000,7/29/2008,n.a.
GRA Purchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,6/23/2009,1775000,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,1/30/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,7/29/2008,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Repurchases,Guinea-Bissau,GNB,Emergency Post Conflict Assistance,5/17/2010,221875,6/23/2009,n.a.
GRA Purchases,Haiti,HTI,Emergency Post Conflict Assistance,1/12/2005,10230000,1/12/2005,n.a.
GRA Purchases,Haiti,HTI,Emergency Post Conflict Assistance,10/21/2005,10245000,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1278750,1/12/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Repurchases,Haiti,HTI,Emergency Post Conflict Assistance,12/5/2006,1280625,10/21/2005,n.a.
GRA Purchases,Iraq,IRQ,Emergency Post Conflict Assistance,10/4/2004,297100000,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Repurchases,Iraq,IRQ,Emergency Post Conflict Assistance,12/12/2007,37137500,10/4/2004,n.a.
GRA Purchases,Lebanon,LBN,Emergency Post Conflict Assistance,4/11/2007,50750000,4/11/2007,n.a.
GRA Purchases,Lebanon,LBN,Emergency Post Conflict Assistance,11/18/2008,25375000,11/18/2008,n.a.
GRA Repurchases,Lebanon,LBN,Emergency Post Conflict Assistance,7/8/2010,6343750,4/11/2007,n.a.
GRA Repurchases,Lebanon,LBN,Emergency Post Conflict Assistance,10/7/2010,6343750,4/11/2007,n.a.
GRA Repurchases,Lebanon,LBN,Emergency Post Conflict Assistance,1/11/2011,6343750,4/11/2007,n.a.
