"Flows from January 01, 2000 to March 31, 2023",,,,,,,
,,,,,,,
Query Type:,FLOWS,,,,,,
Data Points:,"GRA Purchases, GRA Repurchases, GRA Charges",,,,,,
Members:,"Afghanistan, Islamic Republic of, Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Armenia, Republic of, Australia, Austria, Azerbaijan, Bahamas, The, Bahrain, Kingdom of, Bangladesh, Barbados, Belarus, Republic of, Belgium, Belize, Benin, Bhutan, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cambodia, Cameroon, Canada, Central African Republic, Chad, Chile, China, Colombia, Comoros, Congo, Democratic Republic of, Congo, Republic of, Costa Rica, Cote d'Ivoire, Croatia, Republic of, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Republic of, Eswatini, The Kingdom of, Ethiopia, Fiji, Finland, France, Gabon, Gambia, The, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, HKMA, Hungary, Iceland, India, Indonesia, Iran, Islamic Republic of, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Republic of, Kenya, Kiribati, Korea, Kosovo, Kuwait, Kyrgyz Republic, Lao People's Democratic Republic, Latvia, Republic of, Lebanon, Lesotho, Liberia, Libya, Lithuania, Republic of, Luxembourg, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Mauritania, Mauritius, Mexico, Micronesia, Federated States of, Moldova, Republic of, Mongolia, Montenegro, Republic of, Morocco, Mozambique, Myanmar, Namibia, Nauru, Nepal, Netherlands, The, New Zealand, Nicaragua, Niger, Nigeria, North Macedonia, Republic of, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Republic of, Portugal, Qatar, Romania, Russian Federation, Rwanda, Samoa, San Marino, Republic of, Sao Tome & Principe, Saudi Arabia, Senegal, Serbia, Republic of, Seychelles, Sierra Leone, Singapore, Slovak Republic, Slovenia, Republic of, Solomon Islands, Somalia, South Africa, South Sudan, Spain, Sri Lanka, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines, Sudan, Suriname, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Republic of, Tanzania, Thailand, Timor-Leste, The Democratic Republic of, Togo, Tonga, Trinidad and Tobago, Tunisia, TÃ¼rkiye, Republic of, Turkmenistan, Republic of, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Republic of, Vanuatu, Venezuela, Vietnam, Yemen, Republic of, Zambia, Zimbabwe",,,,,,
Start Date:,1/1/2000,,,,,,
End Date:,3/31/2023,,,,,,
Output Options:,FLOWS_DETAILS,,,,,,
,,,,,,,
Flow Type,Member,Member Code,Description,Transaction Value Date,Amount,Original Disbursement Date,Original Arrangement Date
GRA Charges,Albania,ALB,GRA SCA 1 Charges,8/8/2002,524,n.a.,n.a.
GRA Charges,Albania,ALB,GRA SCA 1 Charges,11/7/2002,213,n.a.,n.a.
GRA Charges,Albania,ALB,GRA SCA 1 Charges,2/7/2003,21,n.a.,n.a.
GRA Charges,Albania,ALB,GRA SCA 1 Charges,5/4/2006,696,n.a.,n.a.
GRA Charges,Albania,ALB,GRA SCA 1 Charges,8/4/2006,588,n.a.,n.a.
GRA Charges,Albania,ALB,GRA SCA 1 Charges,11/6/2006,1342,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/11/2000,461280,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,5/11/2000,475700,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/11/2000,376740,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/10/2000,406537,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/12/2001,366884,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,5/10/2001,350391,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/10/2001,354099,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/9/2001,283364,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/11/2002,275089,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,5/8/2002,258299,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/8/2002,257729,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/7/2002,189254,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/7/2003,175255,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/7/2003,148005,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/7/2003,134906,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/5/2004,120860,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,5/7/2004,120248,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/5/2004,107086,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/4/2004,96059,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/4/2005,85883,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,5/5/2005,92696,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,8/4/2005,83066,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,11/4/2005,78460,n.a.,n.a.
GRA Charges,Algeria,DZA,GRA SCA 1 Charges,2/6/2006,21642,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/11/2000,1062105,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,5/11/2000,1050036,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/11/2000,777909,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/10/2000,777584,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/12/2001,935398,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,5/10/2001,1583137,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/10/2001,1773548,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/9/2001,2091055,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/11/2002,2528249,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,5/8/2002,2409159,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/8/2002,2450530,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/7/2002,1883218,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/7/2003,1851258,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/7/2003,1856338,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/7/2003,1848476,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/5/2004,1848350,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,5/7/2004,2008939,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/5/2004,2045923,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/4/2004,1963424,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/4/2005,1858168,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,5/5/2005,2087232,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,8/4/2005,1977351,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,11/4/2005,2036127,n.a.,n.a.
GRA Charges,Argentina,ARG,GRA SCA 1 Charges,2/6/2006,1673010,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/11/2000,12117,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,5/11/2000,11590,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/11/2000,8519,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,11/10/2000,8318,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/12/2001,7075,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,5/10/2001,6409,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/10/2001,6313,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,11/9/2001,4784,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/11/2002,4525,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,5/8/2002,4018,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/8/2002,3892,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,11/7/2002,2722,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/7/2003,2524,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/7/2003,2033,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,11/7/2003,1737,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/5/2004,1528,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,5/7/2004,1383,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/5/2004,1191,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,11/4/2004,854,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,2/4/2005,609,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,5/5/2005,343,n.a.,n.a.
GRA Charges,"Armenia, Republic of",ARM,GRA SCA 1 Charges,8/4/2005,235,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/11/2000,70119,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/11/2000,71236,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/11/2000,54044,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/10/2000,56480,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/12/2001,48704,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/10/2001,45284,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/10/2001,43962,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/9/2001,34799,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/11/2002,33069,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/8/2002,31519,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/8/2002,29770,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/7/2002,21563,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/7/2003,19345,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/7/2003,15361,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/7/2003,13673,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/5/2004,11380,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/7/2004,10741,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/5/2004,9795,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/4/2004,9122,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/4/2005,7908,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/5/2005,8773,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/4/2005,7567,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/4/2005,7440,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,2/6/2006,8146,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,5/4/2006,11697,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/4/2006,8220,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,11/6/2006,8630,n.a.,n.a.
GRA Charges,Azerbaijan,AZE,GRA SCA 1 Charges,8/1/2017,-1,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,2/11/2000,32121,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,5/11/2000,33776,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,8/11/2000,27127,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,11/10/2000,29597,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,2/12/2001,27154,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,5/10/2001,26319,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,8/10/2001,27205,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,11/9/2001,22264,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,2/11/2002,22264,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,5/8/2002,18842,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,8/8/2002,16691,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,11/7/2002,10816,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,2/7/2003,8613,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,8/7/2003,4305,n.a.,n.a.
GRA Charges,Bangladesh,BGD,GRA SCA 1 Charges,11/7/2003,2117,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/11/2000,43427,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,5/11/2000,39496,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,8/11/2000,30008,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,11/10/2000,27330,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/12/2001,24228,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,5/10/2001,20368,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,8/10/2001,21019,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,11/9/2001,14575,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/11/2002,14517,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,5/8/2002,11532,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,8/8/2002,11892,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,11/7/2002,7216,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/7/2003,7193,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,8/7/2003,5131,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,11/7/2003,3092,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/5/2004,3067,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,5/7/2004,2298,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,8/5/2004,2327,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,11/4/2004,1170,n.a.,n.a.
GRA Charges,"Belarus, Republic of",BLR,GRA SCA 1 Charges,2/4/2005,1175,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,8/7/2003,8038,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,11/7/2003,9622,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,2/5/2004,11339,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,5/7/2004,12653,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,8/5/2004,14035,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,11/4/2004,17020,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,2/4/2005,20489,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,5/5/2005,25345,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,8/4/2005,27745,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,11/4/2005,28919,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,2/6/2006,27093,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,5/4/2006,5658,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,8/4/2006,4377,n.a.,n.a.
GRA Charges,Bolivia,BOL,GRA SCA 1 Charges,11/6/2006,5361,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/11/2000,23050,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/11/2000,24064,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/11/2000,20420,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/10/2000,21126,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/12/2001,20037,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/10/2001,21577,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/10/2001,24999,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/9/2001,20971,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/11/2002,20278,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/8/2002,18942,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/8/2002,18908,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/7/2002,17208,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/7/2003,17071,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/7/2003,17785,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/7/2003,18025,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/5/2004,16443,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/7/2004,18327,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/5/2004,17666,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/4/2004,16148,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/4/2005,14629,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/5/2005,15948,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/4/2005,14807,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/4/2005,14582,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,2/6/2006,16051,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,5/4/2006,22611,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,8/4/2006,13905,n.a.,n.a.
GRA Charges,Bosnia and Herzegovina,BIH,GRA SCA 1 Charges,11/6/2006,12325,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/11/2000,2215384,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,5/11/2000,1757975,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/11/2000,375138,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/10/2000,409243,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/12/2001,375487,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,5/10/2001,363908,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/10/2001,540283,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/9/2001,979246,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/11/2002,1504910,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,5/8/2002,1432222,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/8/2002,1508464,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/7/2002,2138419,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/7/2003,2480830,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/7/2003,3490749,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/7/2003,3971911,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/5/2004,3757805,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,5/7/2004,3652677,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/5/2004,3565949,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/4/2004,3420098,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/4/2005,3308744,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,5/5/2005,3838149,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,8/4/2005,3635912,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,11/4/2005,2991394,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/6/2006,2149153,n.a.,n.a.
GRA Charges,Brazil,BRA,GRA SCA 1 Charges,2/1/2007,-3,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/11/2000,291465,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/11/2000,312954,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/11/2000,262756,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/10/2000,296681,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/12/2001,275782,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/10/2001,264505,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/10/2001,275604,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/9/2001,215908,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/11/2002,201795,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/8/2002,187793,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/8/2002,183071,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/7/2002,141983,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/7/2003,137383,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/7/2003,138420,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/7/2003,143112,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/5/2004,141360,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/7/2004,162963,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/5/2004,164251,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/4/2004,160840,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/4/2005,154955,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/5/2005,180993,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/4/2005,176425,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/4/2005,182654,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,2/6/2006,194295,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,5/4/2006,180684,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,8/4/2006,126851,n.a.,n.a.
GRA Charges,Bulgaria,BGR,GRA SCA 1 Charges,11/6/2006,141960,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,11/7/2002,314,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,2/7/2003,1695,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,8/7/2003,3286,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,11/7/2003,3396,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,2/5/2004,3394,n.a.,n.a.
GRA Charges,Burundi,BDI,GRA SCA 1 Charges,5/7/2004,336,n.a.,n.a.
GRA Charges,Cambodia,KHM,GRA SCA 1 Charges,2/11/2000,1367,n.a.,n.a.
GRA Charges,Cambodia,KHM,GRA SCA 1 Charges,5/11/2000,1390,n.a.,n.a.
